observation_id,N_params_B,scale,p_fingerprint,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17
A_A14_A15_18,70.0,70B,d560815bb75a126ff2e5,0.0,0.005005005005005,0.025025025025025,0.2402402402402402,0.018018018018018,0.012012012012012,0.028028028028028,0.019019019019019,0.1031031031031031,0.0,0.0,0.4294294294294294,0.084084084084084,0.001001001001001,0.002002002002002,0.033033033033033,0.0
A_A14_A15_19,70.0,70B,565da2249e7b4bec31fd,0.1561561561561561,0.1781781781781781,0.039039039039039,0.004004004004004,0.067067067067067,0.009009009009009,0.0,0.001001001001001,0.061061061061061,0.002002002002002,0.0,0.3863863863863864,0.023023023023023,0.027027027027027,0.043043043043043,0.0,0.003003003003003
A_A14_A15_20,70.0,70B,a5ada17d2d836ae4b544,0.001,0.0,0.016,0.396,0.04,0.0,0.022,0.0,0.0,0.0,0.151,0.227,0.022,0.006,0.014,0.104,0.001
A_A14_A15_21,70.0,70B,2527de55a9a695d41b6a,0.7382617382617384,0.0019980019980019,0.0,0.0319680319680319,0.0609390609390609,0.0,0.0139860139860139,0.0019980019980019,0.0,0.0,0.0,0.0,0.0619380619380619,0.0,0.0429570429570429,0.0,0.0459540459540459
A_A14_A15_22,70.0,70B,6bf9af6fcf4baef4421f,0.004,0.118,0.011,0.004,0.0,0.026,0.181,0.02,0.0,0.0,0.395,0.0,0.0,0.072,0.0,0.0,0.169
A_A14_A15_23,70.0,70B,3525d2208406b05d5ecb,0.002,0.024,0.0,0.4,0.006,0.0,0.049,0.0,0.002,0.0,0.0,0.0,0.148,0.004,0.0,0.12,0.245
A_A14_A15_24,70.0,70B,4ab6e65aa281f03f998f,0.0,0.6946946946946947,0.0,0.0,0.0,0.0,0.009009009009009,0.0,0.0,0.006006006006006,0.009009009009009,0.0,0.0,0.016016016016016,0.0,0.0,0.2652652652652653
A_A14_A15_25,70.0,70B,7cd431eecfec482a676e,0.0,0.2962962962962963,0.0,0.1131131131131131,0.0,0.0,0.0,0.009009009009009,0.5525525525525526,0.0,0.0,0.0,0.021021021021021,0.001001001001001,0.0,0.007007007007007,0.0
A_A14_A15_26,70.0,70B,e5de8ebe1b2f362b15fa,0.3773773773773773,0.003003003003003,0.002002002002002,0.5145145145145146,0.052052052052052,0.0,0.001001001001001,0.0,0.005005005005005,0.0,0.0,0.001001001001001,0.02002002002002,0.0,0.0,0.014014014014014,0.01001001001001
A_A14_A15_27,70.0,70B,9863da5de25f1484f2a0,0.0,0.258,0.0,0.234,0.101,0.011,0.029,0.008,0.001,0.001,0.125,0.004,0.003,0.0,0.066,0.158,0.001
A_A14_A15_28,70.0,70B,d614e4cc6ab4872c2eb2,0.013013013013013,0.3193193193193193,0.0,0.0,0.003003003003003,0.1531531531531531,0.014014014014014,0.055055055055055,0.3343343343343343,0.0,0.065065065065065,0.029029029029029,0.0,0.0,0.0,0.0,0.014014014014014
A_A14_A15_29,70.0,70B,0aa9eee6358b016c01d5,0.0019980019980019,0.0,0.0,0.0009990009990009,0.0,0.0,0.0,0.0,0.0,0.0,0.3006993006993007,0.0109890109890109,0.0,0.0119880119880119,0.0,0.0009990009990009,0.6723276723276723
A_A14_A15_30,70.0,70B,846b8b5fd1e5d5a5904d,0.0,0.0009990009990009,0.0,0.0019980019980019,0.1508491508491508,0.0,0.1418581418581418,0.0,0.0,0.0,0.2787212787212788,0.0,0.0039960039960039,0.0,0.0,0.0,0.4215784215784216
A_A14_A15_31,70.0,70B,270992cdc08360155540,0.082,0.013,0.0,0.006,0.308,0.001,0.003,0.0,0.0,0.0,0.372,0.062,0.0,0.0,0.01,0.142,0.001
A_A14_A15_32,70.0,70B,0f89306086be4e9d8d33,0.0,0.9449449449449449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028028028028028,0.0,0.001001001001001,0.0,0.007007007007007,0.019019019019019
A_A14_A15_33,70.0,70B,8f3d05f431cd27f37ae3,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.4,0.214,0.0,0.0,0.0,0.001,0.0
A_A14_A15_34,70.0,70B,b26c7edf0f664425ea95,0.0,0.0189810189810189,0.0019980019980019,0.0169830169830169,0.0,0.0,0.7712287712287712,0.0009990009990009,0.0429570429570429,0.0009990009990009,0.0239760239760239,0.0,0.0209790209790209,0.1008991008991009,0.0,0.0,0.0
A_A14_A15_35,70.0,70B,d78eef933fe573f50247,0.0,0.0,0.0,0.003,0.346,0.194,0.0,0.0,0.445,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0
A_A14_A15_36,70.0,70B,654739f1c8eea2d1a7d7,0.5775775775775776,0.0,0.016016016016016,0.1361361361361361,0.0,0.007007007007007,0.0,0.0,0.1321321321321321,0.0,0.066066066066066,0.0,0.064064064064064,0.001001001001001,0.0,0.0,0.0
A_A14_A15_37,70.0,70B,08ce03228d9fc413d19d,0.0050100200400801,0.0130260521042084,0.0400801603206412,0.1843687374749499,0.342685370741483,0.0681362725450901,0.0290581162324649,0.0,0.0130260521042084,0.0,0.0060120240480961,0.003006012024048,0.0,0.002004008016032,0.0240480961923847,0.0771543086172344,0.1923847695390781
A_A14_A15_38,70.0,70B,10c65599fb9189327099,0.009009009009009,0.015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486486486486487,0.0,0.066066066066066,0.0,0.008008008008008,0.2532532532532532
A_A14_A15_39,70.0,70B,0316555661a9f7f3d059,0.0,0.042,0.046,0.007,0.37,0.02,0.002,0.006,0.457,0.0,0.008,0.004,0.0,0.0,0.014,0.0,0.024
A_A14_A15_40,70.0,70B,c8235e1ab01a54ade7c2,0.0409590409590409,0.4865134865134866,0.0,0.3596403596403597,0.0,0.0,0.0,0.0,0.0429570429570429,0.0,0.0,0.0379620379620379,0.0,0.0,0.0009990009990009,0.0309690309690309,0.0
A_A14_A15_41,70.0,70B,100c114efec4632a70c1,0.034,0.0,0.002,0.005,0.02,0.011,0.783,0.016,0.001,0.0,0.061,0.022,0.011,0.015,0.001,0.01,0.008
A_A14_A15_42,70.0,70B,964a4d2d7ce84c41d342,0.0059940059940059,0.0009990009990009,0.0009990009990009,0.0259740259740259,0.1088911088911089,0.0119880119880119,0.3756243756243757,0.0,0.0,0.0,0.0299700299700299,0.0009990009990009,0.0,0.1138861138861139,0.1188811188811189,0.0219780219780219,0.1838161838161838
A_A14_A15_43,70.0,70B,1f930367f19b7bbddb96,0.3266733266733266,0.0,0.0329670329670329,0.0,0.1448551448551448,0.0829170829170829,0.0069930069930069,0.0,0.1308691308691308,0.0019980019980019,0.1998001998001997,0.0349650349650349,0.0,0.0189810189810189,0.0039960039960039,0.0,0.0149850149850149
A_A14_A15_44,70.0,70B,1dcf6972e37df327ce74,0.003,0.19,0.0,0.506,0.0,0.051,0.057,0.002,0.14,0.0,0.005,0.004,0.0,0.042,0.0,0.0,0.0
A_A14_A15_45,70.0,70B,775b5abe2163a18cfc59,0.903096903096903,0.0239760239760239,0.0169830169830169,0.0,0.0,0.0019980019980019,0.0,0.0009990009990009,0.0449550449550449,0.0019980019980019,0.0009990009990009,0.0049950049950049,0.0,0.0,0.0,0.0,0.0
A_A14_A15_46,70.0,70B,414d59cd8643bda9091b,0.0079920079920079,0.0219780219780219,0.0,0.3506493506493506,0.2777222777222777,0.0019980019980019,0.0519480519480519,0.0079920079920079,0.0519480519480519,0.0,0.0279720279720279,0.0929070929070929,0.0279720279720279,0.0,0.0409590409590409,0.0379620379620379,0.0
A_A14_A15_47,70.0,70B,844b875e82fb9d95ec26,0.0,0.0,0.0189810189810189,0.0,0.5464535464535464,0.0039960039960039,0.0,0.0009990009990009,0.0,0.0,0.0,0.0,0.0169830169830169,0.0029970029970029,0.0319680319680319,0.0,0.3776223776223776
A_A14_A15_48,70.0,70B,7d3c214719f9b0d3c147,0.118,0.0,0.003,0.204,0.04,0.0,0.0,0.0,0.366,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.266
A_A14_A15_49,70.0,70B,ce7bc03c02a4a9769887,0.708,0.164,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.044
A_A14_A15_50,70.0,70B,1569a4ab62880199d808,0.546,0.018,0.0,0.057,0.13,0.006,0.0,0.014,0.0,0.017,0.0,0.006,0.001,0.0,0.11,0.017,0.078
A_A14_A15_51,70.0,70B,1530dde1fa7c02c1a60f,0.0,0.0,0.0,0.0,0.0,0.0,0.6726726726726727,0.0,0.1301301301301301,0.0,0.0,0.004004004004004,0.0,0.0,0.0,0.1931931931931932,0.0
A_A14_A15_52,70.0,70B,dde402840664e2a57b18,0.064064064064064,0.5815815815815816,0.011011011011011,0.002002002002002,0.0,0.011011011011011,0.0,0.0,0.049049049049049,0.0,0.027027027027027,0.0,0.0,0.0,0.0,0.1491491491491491,0.1051051051051051
A_A14_A15_53,70.0,70B,31316d8d2d43482942dd,0.0,0.6426426426426427,0.001001001001001,0.004004004004004,0.001001001001001,0.002002002002002,0.014014014014014,0.0,0.0,0.0,0.009009009009009,0.0,0.0,0.027027027027027,0.0,0.016016016016016,0.2832832832832833
A_A14_A15_54,70.0,70B,ebdbb2b369cadbb807a2,0.0989010989010989,0.0,0.0,0.0,0.0,0.0029970029970029,0.0069930069930069,0.0,0.0009990009990009,0.0,0.0,0.8271728271728273,0.0,0.0,0.0,0.0,0.0629370629370629
A_A14_A15_55,70.0,70B,e582950c4e976ef79c40,0.108,0.497,0.0,0.0,0.0,0.0,0.0,0.001,0.088,0.002,0.029,0.013,0.0,0.0,0.007,0.255,0.0
A_A14_A15_56,70.0,70B,efc9c6ec1916d4bf4095,0.0528942115768463,0.0089820359281437,0.0199600798403193,0.0089820359281437,0.0,0.0079840319361277,0.0079840319361277,0.0129740518962075,0.0888223552894211,0.0,0.2035928143712574,0.281437125748503,0.0429141716566866,0.0019960079840319,0.0219560878243512,0.0489021956087824,0.1906187624750499
A_A14_A15_57,70.0,70B,0f4b72cf8ae40a59b4a9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388611388611388,0.8591408591408592,0.0,0.0019980019980019,0.0,0.0,0.0
